# Linear energy calibration data for D09
#
# Format: [+/-], [Strip#], [E_0], [E_1], [F_0], [F_1], [F_2]
#
# Gives linear coefficients to calculate both energy and energy FWHM
# from ADC channels.  If C is the energy in ADC channels, then
#    E = E_0 + E_1*C
# is the corresponding energy in keV.  Once E is calculated, then
#    F = sqrt(F_0 + F_1*E + F_2*E^2)
# is the energy resolution in keV FWHM at energy E.
#
# This file created on: Thu Mar 19 13:34:02 2009
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_front.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_front.txt
# Data file used in analysis: dump_data_log_090314_D0-D9_Am241_Ba133_Co57_I129.txt
# Nuclear lines used in analysis: Co-60 1333 keV, Co-60 1173 keV, Cs-137 662 keV, Am-241 60 keV, Ba-133 81 keV, Co-57 122 keV, Ba-133 276 keV, Ba-133 303 keV, Ba-133 356 keV, Ba-133 384 keV, I-129 30 keV
#
# Analysis performed by Mark Bandstra.
#
+,  1,   -1.6615,  0.225047,  3.606200,  0.0062770,  0.000000000
+,  2,   -1.1922,  0.224762,  4.348403,  0.0045978,  0.000000000
+,  3,   -0.8622,  0.226827,  5.009180,  0.0005359,  0.000003989
+,  4,   -1.5054,  0.224191,  4.850847,  0.0004644,  0.000004432
+,  5,   -1.3403,  0.228181,  4.425981,  0.0000000,  0.000005059
+,  6,   -0.8505,  0.222691,  4.890282,  0.0000000,  0.000003117
+,  7,   -1.2222,  0.225039,  4.338430,  0.0029700,  0.000001159
+,  8,   -1.2526,  0.228134,  4.675352,  0.0000000,  0.000002970
+,  9,   -1.6254,  0.227161,  4.433599,  0.0030499,  0.000000581
+, 10,   -1.4052,  0.224820,  4.535606,  0.0005734,  0.000002793
+, 11,   -1.1249,  0.224616,  3.874103,  0.0025157,  0.000001716
+, 12,   -1.4025,  0.225746,  3.669610,  0.0046469,  0.000000770
+, 13,   -1.0844,  0.225307,  3.879783,  0.0047048,  0.000000903
+, 14,   -1.5820,  0.229299,  4.281726,  0.0000000,  0.000005811
+, 15,   -1.8129,  0.225923,  5.063180,  0.0021847,  0.000001401
+, 16,   -1.0043,  0.223785,  4.635633,  0.0000000,  0.000005130
+, 17,   -1.4545,  0.224706,  5.735356,  0.0000000,  0.000003198
+, 18,   -1.3352,  0.228082,  4.200949,  0.0033948,  0.000003327
+, 19,   -1.3609,  0.225911,  4.419845,  0.0000000,  0.000007227
+, 20,   -1.5370,  0.227934,  5.547528,  0.0031617,  0.000000000
+, 21,   -1.4172,  0.228159,  3.763603,  0.0033218,  0.000003918
+, 22,   -1.3072,  0.226843,  4.228652,  0.0045762,  0.000001561
