# Linear energy calibration data for D07
#
# Format: [+/-], [Strip#], [E_0], [E_1], [F_0], [F_1], [F_2]
#
# Gives linear coefficients to calculate both energy and energy FWHM
# from ADC channels.  If C is the energy in ADC channels, then
#    E = E_0 + E_1*C
# is the corresponding energy in keV.  Once E is calculated, then
#    F = sqrt(F_0 + F_1*E + F_2*E^2)
# is the energy resolution in keV FWHM at energy E.
#
# This file created on: Thu Mar 19 13:42:29 2009
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_front.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_front.txt
# Data file used in analysis: dump_data_log_090314_D0-D9_Am241_Ba133_Co57_I129.txt
# Nuclear lines used in analysis: Co-60 1333 keV, Co-60 1173 keV, Cs-137 662 keV, Am-241 60 keV, Ba-133 81 keV, Co-57 122 keV, Ba-133 276 keV, Ba-133 303 keV, Ba-133 356 keV, Ba-133 384 keV, I-129 30 keV
#
# Analysis performed by Mark Bandstra.
#
+,  1,   -0.7562,  0.225516,  3.043957,  0.0308098,  0.000000000
+,  2,   -0.6711,  0.229696,  4.754966,  0.0191637,  0.000000000
+,  3,   -0.8065,  0.229855,  2.499858,  0.0331263,  0.000000000
+,  4,   -0.7820,  0.229467,  4.729240,  0.0197559,  0.000000000
+,  5,   -0.9236,  0.223168,  5.043303,  0.0176055,  0.000000000
+,  6,    0.8601,  0.224863,  2.260713,  0.0263653,  0.000000000
+,  7,   -1.5720,  0.224989,  4.510113,  0.0094672,  0.000000000
+,  8,   -0.8842,  0.220958,  4.108944,  0.0000000,  0.000018788
+,  9,   -1.2310,  0.228776,  4.022144,  0.0055273,  0.000006610
+, 10,   -1.0591,  0.219524,  4.343559,  0.0035600,  0.000005508
+, 11,   -1.4796,  0.226874,  4.551553,  0.0013192,  0.000012006
+, 12,   -1.1713,  0.222232,  4.094122,  0.0062573,  0.000000926
+, 13,   -1.3923,  0.227369,  3.905688,  0.0035516,  0.000004179
+, 14,   -1.3325,  0.222556,  3.935528,  0.0091102,  0.000001692
+, 15,   -1.4090,  0.226761,  4.232710,  0.0000000,  0.000014792
+, 16,   -1.2137,  0.221624,  4.804192,  0.0009399,  0.000018882
+, 17,   -0.9431,  0.227364,  3.807412,  0.0000000,  0.000021805
+, 18,   -1.2057,  0.222968,  3.902130,  0.0099308,  0.000000000
+, 19,   -1.4611,  0.225554,  4.589834,  0.0087784,  0.000000000
+, 20,   -1.1796,  0.226412,  4.677072,  0.0080511,  0.000000000
+, 21,   -1.1494,  0.227125,  4.440831,  0.0000000,  0.000022422
+, 22,   -1.0367,  0.226250,  4.084308,  0.0043801,  0.000011218
+, 23,   -1.1135,  0.226189,  5.474071,  0.0000000,  0.000016286
+, 24,   -1.7472,  0.226200,  3.539057,  0.0091271,  0.000004225
+, 25,   -0.8102,  0.227629,  4.663318,  0.0000000,  0.000015106
+, 26,   -1.3236,  0.230582,  4.558697,  0.0079388,  0.000000000
+, 27,   -1.1178,  0.225399,  3.995003,  0.0048109,  0.000018086
+, 28,    1.1008,  0.224243,  3.237681,  0.0145305,  0.000000000
+, 29,   -0.9458,  0.229026,  5.353484,  0.0103517,  0.000000000
+, 30,   -1.2038,  0.229133,  4.644673,  0.0006821,  0.000019663
+, 31,   -1.5567,  0.229274,  3.800092,  0.0130932,  0.000000000
+, 32,   -1.3306,  0.226720,  4.889353,  0.0171212,  0.000000000
+, 33,   -0.8146,  0.228156,  3.964760,  0.0184872,  0.000000000
+, 34,   -0.8519,  0.226430,  2.726316,  0.0261367,  0.000000000
+, 35,   -0.9000,  0.228600,  5.993302,  0.0114161,  0.000000000
+, 36,   -0.6511,  0.224497,  6.416574,  0.0069526,  0.000000000
+, 37,   -1.1376,  0.223639,  3.416735,  0.0380682,  0.000000000
-,  1,   -1.0343,  0.226616,  3.946232,  0.0029883,  0.000000000
-,  2,   -1.8736,  0.227367,  4.841135,  0.0018888,  0.000000000
-,  3,   -1.3041,  0.226218,  4.274120,  0.0000000,  0.000002829
-,  4,   -1.5623,  0.221172,  3.654056,  0.0022958,  0.000000000
-,  5,   -1.3473,  0.228299,  4.259941,  0.0000000,  0.000000522
-,  6,   -1.6632,  0.225890,  5.366772,  0.0015238,  0.000000000
-,  7,   -1.5587,  0.221063,  4.006612,  0.0000000,  0.000003284
-,  8,   -1.7254,  0.228953,  3.216428,  0.0031483,  0.000000000
-,  9,   -1.6147,  0.228026,  3.503917,  0.0033123,  0.000000000
-, 10,   -1.6535,  0.227054,  3.711216,  0.0000000,  0.000002879
-, 11,   -1.7693,  0.228056,  2.631234,  0.0063780,  0.000000000
-, 12,   -1.6466,  0.225274,  3.579919,  0.0040089,  0.000000000
-, 13,   -1.7254,  0.226471,  3.306786,  0.0020320,  0.000000000
-, 14,   -1.7218,  0.226776,  3.515432,  0.0015026,  0.000000000
-, 15,   -1.0968,  0.229839,  3.900576,  0.0000000,  0.000003112
-, 16,   -1.4921,  0.220867,  3.264811,  0.0026134,  0.000000000
-, 17,   -1.5562,  0.225541,  3.697760,  0.0001462,  0.000002092
-, 18,   -1.4759,  0.227179,  3.839271,  0.0000000,  0.000002855
-, 19,   -1.6796,  0.229016,  3.338932,  0.0031857,  0.000000000
-, 20,   -1.7541,  0.223497,  3.435479,  0.0005161,  0.000003065
-, 21,   -1.7944,  0.224873,  3.065601,  0.0044292,  0.000000000
-, 22,   -1.8070,  0.220771,  3.747704,  0.0011623,  0.000002023
-, 23,   -1.5703,  0.225185,  3.401857,  0.0031948,  0.000001826
-, 24,   -1.6505,  0.226009,  3.350719,  0.0030948,  0.000001249
-, 25,   -1.5655,  0.220180,  3.387915,  0.0041235,  0.000000453
-, 26,   -1.8978,  0.228623,  3.577768,  0.0005701,  0.000003253
-, 27,   -1.4375,  0.233895,  3.159794,  0.0021128,  0.000003598
-, 28,   -1.5796,  0.228904,  3.541677,  0.0020173,  0.000002355
-, 29,   -1.3796,  0.229962,  3.485797,  0.0018771,  0.000003826
-, 30,   -1.4621,  0.231025,  3.516036,  0.0000000,  0.000005824
-, 31,   -1.6633,  0.227377,  3.532859,  0.0015703,  0.000001191
-, 32,   -1.5544,  0.229622,  3.260834,  0.0023528,  0.000003883
-, 33,   -1.6512,  0.225964,  3.745782,  0.0017306,  0.000002373
-, 34,   -1.5738,  0.228578,  3.497725,  0.0029467,  0.000001111
-, 35,   -1.6639,  0.223115,  3.449898,  0.0028092,  0.000001335
-, 36,   -1.4802,  0.222770,  3.938127,  0.0019384,  0.000001157
-, 37,   -0.7214,  0.228975,  3.199195,  0.0035224,  0.000000000
