# Linear energy calibration data for D01
#
# Format: [+/-], [Strip#], [E_0], [E_1], [F_0], [F_1], [F_2]
#
# Gives linear coefficients to calculate both energy and energy FWHM
# from ADC channels.  If C is the energy in ADC channels, then
#    E = E_0 + E_1*C
# is the corresponding energy in keV.  Once E is calculated, then
#    F = sqrt(F_0 + F_1*E + F_2*E^2)
# is the energy resolution in keV FWHM at energy E.
#
# This file created on: Thu Mar 19 15:58:48 2009
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Co60_front.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_back.txt
# Data file used in analysis: dump_data_log_090312_D0-D9_Cs137_front.txt
# Data file used in analysis: dump_data_log_090314_D0-D9_Am241_Ba133_Co57_I129.txt
# Nuclear lines used in analysis: Co-60 1333 keV, Co-60 1173 keV, Cs-137 662 keV, Ba-133 356 keV, Ba-133 384 keV, Ba-133 303 keV, Ba-133 276 keV, Am-241 60 keV, Ba-133 81 keV, Co-57 122 keV, I-129 30 keV
#
# Analysis performed by Mark Bandstra.
#
+,  1,   -1.4706,  0.225766,    4.441538,  0.0093661,  0.000001083
+,  2,   -2.2619,  0.231605,    7.423595,  0.0000000,  0.000042618
+,  3,   -1.3493,  0.226008,    5.482830,  0.0121661,  0.000004701
+,  4,   -2.2802,  0.231668,    5.681067,  0.0000000,  0.000028907
+,  5,   -2.3791,  0.225417,    4.916893,  0.0000000,  0.000019623
+,  6,   -1.8238,  0.226520,    4.199870,  0.0000000,  0.000021850
+,  7,   -1.9440,  0.226733,    3.572367,  0.0085995,  0.000000000
+,  8,   -2.2745,  0.230689,    3.117418,  0.0000000,  0.000032786
+,  9,   -2.0411,  0.228771,    4.010991,  0.0008380,  0.000019405
+, 10,   -2.0152,  0.226930,    3.859926,  0.0000000,  0.000018605
+, 11,   -2.1072,  0.228032,    5.301710,  0.0000000,  0.000012341
+, 12,   -2.0026,  0.227800,    7.279888,  0.0000000,  0.000008427
+, 13,   -2.0286,  0.228889,    3.826881,  0.0000000,  0.000036169
+, 14,   -1.8515,  0.229569,    4.652327,  0.0000968,  0.000023705
+, 15,   -1.6937,  0.225949,    9.247943,  0.0000000,  0.000036813
+, 16,   -2.0203,  0.230619,    4.039560,  0.0000000,  0.000035929
+, 17,   -1.5337,  0.223480,    5.224770,  0.0000000,  0.000025736
+, 18,   -2.0729,  0.224771,    3.256439,  0.0000000,  0.000044410
+, 19,   -1.6706,  0.228744,    4.061808,  0.0091467,  0.000021934
+, 20,   -1.7957,  0.228749,    3.102930,  0.0000000,  0.000034884
+, 21,   -1.9636,  0.226163,    3.312184,  0.0000000,  0.000033682
+, 22,   -2.0360,  0.228048,    4.223166,  0.0000000,  0.000033725
+, 23,   -2.0579,  0.227523,    4.877715,  0.0000000,  0.000041161
+, 24,   -1.6134,  0.228112,    4.074687,  0.0069198,  0.000019081
+, 25,   -1.4423,  0.225830,    4.151053,  0.0045391,  0.000013698
+, 26,   -1.8082,  0.227852,    4.150083,  0.0015352,  0.000021755
+, 27,   -1.9476,  0.224140,    4.453665,  0.0000000,  0.000030106
+, 28,   -1.4330,  0.227816,    4.211613,  0.0000000,  0.000018610
+, 29,   -1.4258,  0.225210,    4.403429,  0.0012934,  0.000020840
+, 30,   -1.8513,  0.226761,    3.896404,  0.0027573,  0.000013235
+, 31,   -1.3563,  0.228567,    3.417788,  0.0056721,  0.000006380
+, 32,   -1.5582,  0.225935,    4.311786,  0.0000000,  0.000020819
+, 33,   -1.8492,  0.229762,    3.175806,  0.0000000,  0.000021610
+, 34,   -1.9695,  0.227453,    3.795450,  0.0008799,  0.000017875
+, 35,   -1.8101,  0.227826,    3.655739,  0.0000000,  0.000020765
+, 36,   -1.8718,  0.229004,    4.308045,  0.0000000,  0.000039176
+, 37,   -1.2698,  0.226274,    2.926487,  0.0158511,  0.000000000
-,  1,    0.0000,  0.225000,    0.000000,  0.0000000,  0.000000000
-,  2,   -1.6442,  0.225507,    2.571163,  0.0066478,  0.000014290
-,  3,   -1.5469,  0.225809,    4.391167,  0.0000000,  0.000003550
-,  4,   -1.5595,  0.225866,    3.693803,  0.0016931,  0.000007238
-,  5,   -1.4574,  0.224021,    4.520855,  0.0000000,  0.000003214
-,  6,   -1.5235,  0.227803,    4.638031,  0.0000000,  0.000002185
-,  7,   -1.4622,  0.222231,    4.267446,  0.0000000,  0.000002380
-,  8,   -1.5952,  0.228862,    4.810149,  0.0000000,  0.000001585
-,  9,   -1.7811,  0.226243,    4.119176,  0.0000000,  0.000002325
-, 10,   -1.8389,  0.226906,    4.831668,  0.0000000,  0.000001491
-, 11,   -1.4141,  0.225272,    5.267082,  0.0000000,  0.000000961
-, 12,   -1.5349,  0.226586,    4.140879,  0.0000000,  0.000003309
-, 13,   -1.3637,  0.224887,    3.356820,  0.0023184,  0.000000000
-, 14,   -1.6510,  0.229218,    4.626454,  0.0000000,  0.000002690
-, 15,   -1.6487,  0.225220,    3.621214,  0.0009456,  0.000000990
-, 16,   -1.3532,  0.224898,    3.626386,  0.0000000,  0.000001820
-, 17,   -1.3872,  0.226300,    3.863667,  0.0009316,  0.000001126
-, 18,   -1.4033,  0.226967,    4.113993,  0.0000000,  0.000002686
-, 19,   -1.7057,  0.226488,    3.796155,  0.0000000,  0.000001509
-, 20,   -1.3706,  0.229106,    3.723130,  0.0015322,  0.000001235
-, 21,   -1.5876,  0.228642,    4.021438,  0.0000000,  0.000002115
-, 22,   -1.3928,  0.224777,    3.491815,  0.0037561,  0.000000090
-, 23,   -1.9249,  0.224630,    1.773272,  0.0106613,  0.000000000
-, 24,    0.0000,  0.225000,    0.000000,  0.0000000,  0.000000000
-, 25,   -1.6003,  0.224214,    3.591519,  0.0034588,  0.000001259
-, 26,   -1.5857,  0.225247,    2.823757,  0.0073076,  0.000000000
-, 27,   -1.4763,  0.225734,    1.462645,  0.0248955,  0.000001638
-, 28,   -1.3167,  0.226807,    2.132822,  0.0136180,  0.000000000
-, 29,   -1.6061,  0.223706,    3.152881,  0.0075217,  0.000000000
-, 30,   -1.2805,  0.223081,    1.882694,  0.0182578,  0.000000000
-, 31,   -1.5018,  0.228653,    1.791405,  0.0216488,  0.000002364
-, 32,   -1.5012,  0.227907,    3.947449,  0.0053024,  0.000000000
-, 33,   -1.3896,  0.224129,    2.610645,  0.0140397,  0.000000000
-, 34,   -1.3220,  0.223715,    3.428427,  0.0025805,  0.000000546
-, 35,   -1.4712,  0.225062,    3.987377,  0.0000000,  0.000003320
-, 36,   -1.4303,  0.226854,    9.960159,  0.0057542,  0.000001424
-, 37,    0.0000,  0.225000,    0.000000,  0.0000000,  0.000000000
